gene,pval,logfoldchanges,cluster
KRT19,0.20307368268098203,3.406758,3
HLA-DQB1,0.20376466729488604,0.62523216,3
IGHA1,0.20495898826641112,1.2169048,3
RASD1,0.21439442032131714,2.2124164,3
ALOX5AP,0.21729895364718674,0.484929,3
NMB,0.21921135353318627,1.2863744,3
TUBB4B,0.2206277230937808,0.666928,3
CTSL,0.22290317295030126,1.2559389,3
CCL2,0.22858566350442652,1.747145,3
COL1A2,0.2387630929089156,1.6725864,3
NNMT,0.23910959121781472,1.6725864,3
ZEB2,0.23960389751792774,0.9209903,3
IGHG3,0.2415588785919955,2.5977325,3
IGLL5,0.2611600643913583,1.717507,3
C1QB,0.2714595714648696,0.8725669,3
G0S2,0.27312852628101975,1.1633126,3
CFD,0.2785391802823395,0.85154116,3
AGR2,0.28489315747099153,2.0814877,3
EPOR,0.2854933213983677,1.4073194,3
CLU,0.29102616144881777,0.52438927,3
KRT13,0.29470009066791314,2.2573695,3
FN1,0.29477598950096684,1.0881933,3
TPM2,0.29854209513508273,1.3478674,3
FSCN1,0.3014973742907129,1.9434268,3
TGFBI,0.30449165831469066,1.4609573,3
NDC80,0.3119627912918375,1.2907255,3
TUBA1C,0.31600695428733194,0.5536413,3
THBS1,0.3165266999461315,1.8173386,3
TPSB2,0.31706556883916354,1.6173382,3
APOD,0.31759163225466597,1.8173386,3
CD1E,0.32126093973605974,23.954807,3
FAM216B,0.32126093973605974,23.954807,3
CKAP2L,0.32126093973605974,23.954807,3
MS4A2,0.32126093973605974,23.954807,3
SUGCT,0.32126093973605974,23.954807,3
IGKV1-17,0.32126093973605974,23.954807,3
IGKV3-15,0.32126093973605974,23.954807,3
LINC00304,0.32126093973605974,23.954807,3
SFTPA2,0.3241915834957694,0.68398553,3
ADAM19,0.32638822595721095,0.6230926,3
IFNG,0.33488137937603923,1.2760729,3
CXCL2,0.33883934606527766,1.1826931,3
NUSAP1,0.34027031226858384,1.1826931,3
IL1B,0.34171483706597405,0.94845134,3
RHCE,0.34530363076373993,4.3967457,3
SPRR1B,0.34530363076373993,4.3967457,3
KLK12,0.34530363076373993,4.3967457,3
TRBV3-1,0.34530363076373993,4.3967457,3
SORT1,0.34530363076373993,4.3967457,3
TRBV5-1,0.34530363076373993,4.3967457,3
CYP4B1,0.34530363076373993,4.3967457,3
HSD17B6,0.34530363076373993,4.3967457,3
KRT17,0.34530363076373993,4.3967457,3
CCL18,0.34736380481665796,0.80132306,3
LMNA,0.3520675058891378,0.69274,3
LDLR,0.35632361611199537,0.6930118,3
JCHAIN,0.3627171750943423,0.7773031,3
CD24,0.3699090717677306,3.406758,3
SAA1,0.3699090717677306,3.406758,3
HLA-DRB5,0.36948207783449494,0.4480815,3
DPYSL3,0.3704356223602715,3.3961897,3
KRT16,0.3704356223602715,3.3961897,3
GPBAR1,0.3704356223602715,3.3961897,3
AQP4,0.3704356223602715,3.3961897,3
MARCO,0.386381946961027,1.4000708,3
FOXJ1,0.39586275910658675,2.8206818,3
CXCL10,0.3966426947336691,2.8106709,3
PLPP2,0.3966426947336691,2.8106709,3
SFTPA1,0.40616726093260735,0.6521621,3
SERPINA1,0.4198109367865589,0.760667,3
ENPP2,0.42390488713556784,2.3950768,3
IL1RL1,0.42390488713556784,2.3950768,3
SMPD3,0.42390488713556784,2.3950768,3
CCL23,0.42390488713556784,2.3950768,3
SFTPD,0.42390488713556784,2.3950768,3
GNAI1,0.42390488713556784,2.3950768,3
ANXA3,0.42390488713556784,2.3950768,3
CCNB2,0.42693824823058346,2.3950768,3
CSF1,0.4293313331384371,0.8992324,3
SPRR3,0.4449153004032661,1.1504698,3
IGF1,0.45219644562083294,2.0725918,3
CENPU,0.45219644562083294,2.0725918,3
TSPAN13,0.45219644562083294,2.0725918,3
PIGR,0.45219644562083294,2.0725918,3
EDN1,0.45219644562083294,2.0725918,3
MRC1,0.45318751350624775,2.0725918,3
TNFRSF12A,0.46626520756224554,1.0759112,3
AKR1C3,0.4814858265629882,1.8090004,3
WFDC2,0.4814858265629882,1.8090004,3
F13A1,0.4814858265629882,1.8090004,3
TRAV13-2,0.48244625145618303,1.8090004,3
MARCKS,0.48244625145618303,1.8090004,3
CEBPB,0.48287668254382,0.29171723,3
CTTN,0.4843519287470509,1.8090004,3
GZMA,0.4860670053865682,0.32760158,3
ASPM,0.4871731241321542,1.8090004,3
ERRFI1,0.4885379674124717,1.0049638,3
CCL21,0.5070275003133273,0.93729144,3
RNASE6,0.5079647940171381,0.93729144,3
VMO1,0.5117357573569499,1.586051,3
CXCL17,0.5117357573569499,1.586051,3
KRT6A,0.5117357573569499,1.586051,3
NUF2,0.5126600125254903,1.586051,3
CSF2,0.5172067976550991,1.586051,3
CCL5,0.5212756891877786,0.4679324,3
CST3,0.5253234925508241,0.40190396,3
TAGLN,0.5293161270316273,0.8726029,3
FGFBP2,0.5293161270316273,0.8726029,3
HLA-DPB1,0.5318510880035539,0.32313666,3
CCL3,0.5416287465880572,0.43219903,3
RETN,0.5429033549039841,1.3928487,3
CPA3,0.5429033549039841,1.3928487,3
CYR61,0.5437860296052734,1.3928487,3
TACSTD2,0.5455366584593171,1.3928487,3
FOXO4,0.5520283035921412,0.8106441,3
S100A2,0.5749403016118988,1.2223666,3
SLC34A2,0.5749403016118988,1.2223666,3
IGLC3,0.5751429200220599,0.75119203,3
ENG,0.5974296096631966,0.6940501,3
CLDN5,0.5982361949605235,0.6940501,3
SLC29A1,0.6077930777736253,1.0698062,3
S100A14,0.6085770989086164,1.0698062,3
CDKN3,0.610131489696482,1.0698062,3
ASF1B,0.6124295777511932,1.0698062,3
PLBD1,0.6414032483273837,0.9317454,3
TIMP3,0.6414032483273837,0.9317454,3
SNCA,0.6414032483273837,0.9317454,3
CXCL1,0.6414032483273837,0.9317454,3
PCOLCE,0.6414032483273837,0.9317454,3
HLA-DMB,0.6743189815810613,0.44359964,3
MT1A,0.6757078011692276,0.8056571,3
CA2,0.6796472221605141,0.8056571,3
SLPI,0.6921314791685493,0.52166975,3
IL10,0.7005411793696457,0.75119203,3
MS4A7,0.7106395334009744,0.6896224,3
BLVRB,0.7173146929576819,0.37374473,3
CD68,0.7186201954076811,0.43750036,3
KLRC1,0.7257638772505111,0.43750036,3
HBA2,0.72816327287273,0.3338854,3
PLCG2,0.7286120302166864,0.2853425,3
HSP90AB1,0.7364458067205537,0.19724771,3
C15orf48,0.7461274811693812,0.5821496,3
CSF3R,0.7461274811693812,0.5821496,3
NAPSA,0.7461274811693812,0.5821496,3
TUBG1,0.7461274811693812,0.5821496,3
TYROBP,0.7534083178638975,0.17326254,3
IGHM,0.7723888908982527,0.34618476,3
PLA2G2A,0.7820973881004769,0.48205635,3
MT1M,0.7820973881004769,0.48205635,3
IGLC2,0.7955743224370424,0.30255705,3
SFTA2,0.8184722067689847,0.38838926,3
MAP3K8,0.8195279127528695,0.18160504,3
HSPA8,0.8213384450172426,0.2154543,3
CENPF,0.847165380833051,0.21897669,3
FECH,0.8551726271773665,0.30036864,3
FABP4,0.8551899719090567,0.16702434,3
RAB31,0.8554825121571281,0.30036864,3
KCTD12,0.8554825121571281,0.30036864,3
TYMS,0.8772322692273697,0.30036864,3
MZB1,0.892117625860486,0.21734864,3
CLEC7A,0.892117625860486,0.21734864,3
CD160,0.8932610185898752,0.21734864,3
HSD17B7,0.8974546082743475,0.115276925,3
AK1,0.8976813386455911,0.115276925,3
CSTA,0.9257241751992599,0.101821646,3
SFTPC,0.9257563066868714,0.048767608,3
CES1,0.9292250289859408,0.13878821,3
HBB,0.9297113201634392,0.079427555,3
HSPD1,0.9346691422272757,0.03321447,3
GPR183,0.9500734077688843,0.028715229,3
HLA-DPA1,0.9538399784542042,0.025539167,3
CD8A,0.9627507773231734,0.035021007,3
PARVB,0.9628035349132112,0.04083802,3
NKX2-8,1.0,0.0,3
IGHV3-73,1.0,0.0,3
ESM1,1.0,0.0,3
IGHV3-72,1.0,0.0,3
MMP10,1.0,0.0,3
RANBP17,1.0,0.0,3
ARHGAP42,1.0,0.0,3
RBPMS2,1.0,0.0,3
CXCL9,1.0,0.0,3
FOXI1,1.0,0.0,3
CLEC1B,1.0,0.0,3
SLC25A21,1.0,0.0,3
ITGB5,1.0,0.0,3
OLFM4,1.0,0.0,3
PRH2,1.0,0.0,3
IGHV3-74,1.0,0.0,3
MYL1,1.0,0.0,3
CLDN18,1.0,0.0,3
TRH,1.0,0.0,3
IL5,1.0,0.0,3
MUC13,1.0,0.0,3
PRG2,1.0,0.0,3
RBP2,1.0,0.0,3
FAM25A,1.0,0.0,3
IGHV4-59,1.0,0.0,3
DNTT,1.0,0.0,3
CRTAC1,1.0,0.0,3
ADH7,1.0,0.0,3
CYP17A1,1.0,0.0,3
CFAP43,1.0,0.0,3
SCT,1.0,0.0,3
ADH1C,1.0,0.0,3
DMBT1,1.0,0.0,3
MMP13,1.0,0.0,3
FGA,1.0,0.0,3
APOA4,1.0,0.0,3
CP,1.0,0.0,3
MUC5AC,1.0,0.0,3
MMP12,1.0,0.0,3
IGF2,1.0,0.0,3
LIPF,1.0,0.0,3
CCDC78,1.0,0.0,3
IBSP,1.0,0.0,3
CCKBR,1.0,0.0,3
TRAV5,1.0,0.0,3
MMP1,1.0,0.0,3
CPB1,1.0,0.0,3
HBM,1.0,0.0,3
DLGAP5,1.0,0.0,3
CYTL1,1.0,0.0,3
IGHV3-53,1.0,0.0,3
SPTSSB,1.0,0.0,3
FDCSP,1.0,0.0,3
STON2,1.0,0.0,3
FABP6,1.0,0.0,3
KRT78,1.0,0.0,3
IGHV2-5,1.0,0.0,3
IGHV4-4,1.0,0.0,3
DNAH12,1.0,0.0,3
MUCL1,1.0,0.0,3
CHGA,1.0,0.0,3
SCEL,1.0,0.0,3
ACY3,1.0,0.0,3
IGHV6-1,1.0,0.0,3
MUC4,1.0,0.0,3
ZDHHC19,1.0,0.0,3
SPINK1,1.0,0.0,3
SPINK5,1.0,0.0,3
TSLP,1.0,0.0,3
TSPAN19,1.0,0.0,3
TSPAN8,1.0,0.0,3
CCNO,1.0,0.0,3
TM4SF19,1.0,0.0,3
LTF,1.0,0.0,3
MS4A3,1.0,0.0,3
CRHBP,1.0,0.0,3
MS4A8,1.0,0.0,3
IGHV3-11,1.0,0.0,3
IGHV3-13,1.0,0.0,3
IGHV1-18,1.0,0.0,3
MSMB,1.0,0.0,3
IGHV3-49,1.0,0.0,3
HAND1,1.0,0.0,3
TEX12,1.0,0.0,3
SYT16,1.0,0.0,3
SSPN,1.0,0.0,3
IGHV1-46,1.0,0.0,3
IGHV3-43,1.0,0.0,3
CXCL6,1.0,0.0,3
DKK1,1.0,0.0,3
IGHV4-34,1.0,0.0,3
PLA2G1B,1.0,0.0,3
C11orf97,1.0,0.0,3
IGHV3-20,1.0,0.0,3
ALB,1.0,0.0,3
CPLX2,1.0,0.0,3
UPK1B,1.0,0.0,3
IGHV3-33,1.0,0.0,3
IGHV4-31,1.0,0.0,3
IGHV3-30,1.0,0.0,3
CFAP73,1.0,0.0,3
IGHV1-24,1.0,0.0,3
ATP13A4-AS1,1.0,0.0,3
IGHV3-23,1.0,0.0,3
IGHV3-21,1.0,0.0,3
IGHV3-48,1.0,0.0,3
MUC6,1.0,0.0,3
GPR17,1.0,0.0,3
IGLV1-40,1.0,0.0,3
DNASE2B,1.0,0.0,3
IGLV4-69,1.0,0.0,3
IGLV8-61,1.0,0.0,3
IGLV6-57,1.0,0.0,3
IGLV10-54,1.0,0.0,3
IGLV1-51,1.0,0.0,3
IGLV1-47,1.0,0.0,3
IGLV5-45,1.0,0.0,3
IGLV1-44,1.0,0.0,3
IGLV3-25,1.0,0.0,3
TRBV4-2,1.0,0.0,3
IGLV2-23,1.0,0.0,3
IGLV3-21,1.0,0.0,3
IGLV3-19,1.0,0.0,3
IGLV2-14,1.0,0.0,3
IGLV2-11,1.0,0.0,3
IGLV3-9,1.0,0.0,3
ERICH3,1.0,0.0,3
IGLC6,1.0,0.0,3
HOXA7,1.0,0.0,3
CLCA4,1.0,0.0,3
TNNT1,1.0,0.0,3
LDLRAD1,1.0,0.0,3
PGLYRP1,1.0,0.0,3
C6orf58,1.0,0.0,3
SCGB1C1,1.0,0.0,3
CEACAM5,1.0,0.0,3
NDP,1.0,0.0,3
IL20RA,1.0,0.0,3
PNLDC1,1.0,0.0,3
SPRR1A,1.0,0.0,3
APOC2,1.0,0.0,3
CKM,1.0,0.0,3
SELENBP1,1.0,0.0,3
TRBV7-3,1.0,0.0,3
HSD3B2,1.0,0.0,3
AOC1,1.0,0.0,3
KLK10,1.0,0.0,3
KLK11,1.0,0.0,3
HAS1,1.0,0.0,3
TRBV30,1.0,0.0,3
TRBV27,1.0,0.0,3
NPY,1.0,0.0,3
TRBV9,1.0,0.0,3
BSND,1.0,0.0,3
CPA4,1.0,0.0,3
NCCRP1,1.0,0.0,3
CCL3L1,1.0,0.0,3
IGKV2-24,1.0,0.0,3
IGKV2D-30,1.0,0.0,3
IGKV2D-24,1.0,0.0,3
MUC2,1.0,0.0,3
IGHV3-66,1.0,0.0,3
IGKV1-33,1.0,0.0,3
DEFA6,1.0,0.0,3
IFNB1,1.0,0.0,3
IGLVI-70,1.0,0.0,3
PNLIP,1.0,0.0,3
IGKV1D-16,1.0,0.0,3
KLK3,1.0,0.0,3
PRDM16,1.0,0.0,3
DEFA5,1.0,0.0,3
UMOD,1.0,0.0,3
TRBV19,1.0,0.0,3
IGHV4-39,1.0,0.0,3
IGKJ1,1.0,0.0,3
IGKV1D-12,1.0,0.0,3
IGKV1-27,1.0,0.0,3
IGLV2-18,1.0,0.0,3
IGKV2-29,1.0,0.0,3
GGT5,1.0,0.0,3
TFF1,1.0,0.0,3
LINC01510,1.0,0.0,3
FAM183A,1.0,0.0,3
EPDR1,1.0,0.0,3
CCL26,1.0,0.0,3
CCL24,1.0,0.0,3
AZGP1,1.0,0.0,3
PPP1R9A,1.0,0.0,3
PCP4,1.0,0.0,3
TFF2,1.0,0.0,3
CLCNKB,1.0,0.0,3
PAEP,1.0,0.0,3
AC233755.2,1.0,0.0,3
IGKV6D-21,1.0,0.0,3
REG3A,1.0,0.0,3
IGKV2-26,1.0,0.0,3
IGLV7-43,1.0,0.0,3
GYPA,1.0,0.0,3
VPREB1,1.0,0.0,3
PGA5,1.0,0.0,3
TRAV19,1.0,0.0,3
XAGE2,1.0,0.0,3
GATA1,1.0,0.0,3
LGALS7B,1.0,0.0,3
TG,1.0,0.0,3
CFAP157,1.0,0.0,3
IGKV1-8,1.0,0.0,3
WDR38,1.0,0.0,3
ALDH3A1,1.0,0.0,3
HIST1H3B,1.0,0.0,3
CCL8,1.0,0.0,3
CCL13,1.0,0.0,3
CCL15,1.0,0.0,3
ANKRD1,1.0,0.0,3
PGBD1,1.0,0.0,3
UBD,1.0,0.0,3
FABP1,1.0,0.0,3
CD207,1.0,0.0,3
GKN1,1.0,0.0,3
CNRIP1,1.0,0.0,3
ITGB3,1.0,0.0,3
EPX,1.0,0.0,3
MPO,1.0,0.0,3
CAPN14,1.0,0.0,3
PSCA,1.0,0.0,3
MYCN,1.0,0.0,3
AURKB,1.0,0.0,3
TEKT1,1.0,0.0,3
ALOX15,1.0,0.0,3
CFAP77,1.0,0.0,3
ZG16,1.0,0.0,3
AHSP,1.0,0.0,3
IGKV1D-8,1.0,0.0,3
IGKV3D-20,1.0,0.0,3
LCN1,1.0,0.0,3
CCL22,1.0,0.0,3
IGKV2D-28,1.0,0.0,3
FCN2,1.0,0.0,3
IGKV1D-39,1.0,0.0,3
IGKV2-30,1.0,0.0,3
SPNS2,1.0,0.0,3
CTRB2,1.0,0.0,3
DYNLRB2,1.0,0.0,3
GMPR,1.0,0.0,3
NECAB2,1.0,0.0,3
IGKV1-16,1.0,0.0,3
FAM92B,1.0,0.0,3
IGKV3-11,1.0,0.0,3
IGKV1-9,1.0,0.0,3
IGKV1-6,1.0,0.0,3
LGALS7,1.0,0.0,3
GYPE,1.0,0.0,3
CHRM3,1.0,0.0,3
ANGPTL4,1.0,0.0,3
ACTA1,1.0,0.0,3
PBK,1.0,0.0,3
ELANE,1.0,0.0,3
RSPH9,1.0,0.0,3
CRISP2,1.0,0.0,3
DEFA3,1.0,0.0,3
APOA2,1.0,0.0,3
CRISP3,1.0,0.0,3
ATP1A2,1.0,0.0,3
GSTA2,1.0,0.0,3
ZMAT4,1.0,0.0,3
CD1B,1.0,0.0,3
PLP1,1.0,0.0,3
KLF1,1.0,0.0,3
CD1A,1.0,0.0,3
CD5L,1.0,0.0,3
BCAN,1.0,0.0,3
S100A1,1.0,0.0,3
HAMP,1.0,0.0,3
SPRR2G,1.0,0.0,3
PGC,1.0,0.0,3
FMO2,1.0,0.0,3
CA1,1.0,0.0,3
CTSE,1.0,0.0,3
SERPINB13,1.0,0.0,3
CALB1,1.0,0.0,3
AVP,1.0,0.0,3
LAMC2,1.0,0.0,3
CST2,1.0,0.0,3
IL20,1.0,0.0,3
LAMB3,1.0,0.0,3
CHST9,1.0,0.0,3
CFHR1,1.0,0.0,3
BPI,1.0,0.0,3
CRH,1.0,0.0,3
NOV,1.0,0.0,3
WFDC12,1.0,0.0,3
EFCAB1,1.0,0.0,3
GRP,1.0,0.0,3
HES4,0.9964269961349679,-0.006717739,3
VSIG4,0.996419371462365,-0.006717739,3
CH25H,0.9943468981444815,-0.0068815085,3
PTMS,0.9937041267138829,-0.0068266285,3
C12orf75,0.9879284678307566,-0.007216878,3
KLF6,0.9762798023210342,-0.016137915,3
GZMH,0.9736328787838255,-0.020857275,3
HOPX,0.9729325358747569,-0.014497688,3
PDLIM1,0.9685406246511095,-0.041279007,3
RFESD,0.9593053552101487,-0.07439007,3
SCGB1A1,0.9584500584128057,-0.035286512,3
GNG11,0.9424348108875079,-0.075005576,3
CCDC50,0.9423728466278047,-0.075005576,3
TCTEX1D2,0.9279778545802164,-0.097880885,3
OAT,0.9166324534202142,-0.058139525,3
ITM2C,0.8996902569934719,-0.08751251,3
ACTA2,0.8896075350258652,-0.14025554,3
NCF2,0.8861697287426237,-0.20103742,3
SPI1,0.84964057455249,-0.26048946,3
TPSAB1,0.8493237088428893,-0.26048946,3
PRF1,0.8325883577292077,-0.1558448,3
HEBP1,0.8214475410108772,-0.18378495,3
HOXB2,0.8193436436681272,-0.13397036,3
ICAM1,0.8136887666710848,-0.23308341,3
LGALS3,0.797639872625518,-0.10657273,3
DUSP6,0.7818692462307465,-0.22498588,3
MS4A6A,0.7429045561525989,-0.42566365,3
WARS,0.7366721197183204,-0.3204939,3
ST6GALNAC4,0.7123960498004094,-0.348535,3
BNIP3L,0.6939138799282529,-0.21044521,3
ADIRF,0.6786630460092121,-0.52631664,3
XCL2,0.6510257042929783,-0.32627025,3
FGL2,0.6425755838343835,-0.57418114,3
APOE,0.64041982592747,-0.42965096,3
TWISTNB,0.6250663038251905,-0.39683595,3
CTSW,0.622516413373279,-0.24134374,3
ID1,0.6036741450647691,-0.48139837,3
PTTG1,0.5952129250364822,-0.30239767,3
FKBP4,0.5869638786353331,-0.35196972,3
STMN1,0.5848349849952418,-0.31297648,3
H2AFZ,0.5463886022266986,-0.26327828,3
PCNA,0.5090277819242716,-0.42743337,3
HSBP1,0.49270735064916515,-0.36779532,3
C1QC,0.49027389895031825,-0.7927048,3
APLP2,0.4893149286173848,-0.4088114,3
TPM1,0.4892325518561622,-0.6035019,3
GCLM,0.4860943166895684,-0.6330646,3
TSC22D1,0.47339816541859703,-0.62678313,3
HMBS,0.4616070044586452,-0.8327924,3
CD74,0.4506723065172512,-0.35354918,3
HLA-DQA1,0.4283089666956267,-0.62750703,3
CXCL8,0.4137401715256772,-0.90985984,3
UNG,0.39767503272413907,-0.7164913,3
HNRNPAB,0.38973677400928486,-0.4540961,3
CTSH,0.38707151079122804,-0.46405935,3
SLC38A5,0.3841812030503612,-0.94694513,3
EGR1,0.37858859224990005,-0.47954828,3
FAM210B,0.37726657554234133,-0.73811436,3
LTC4S,0.36520791876465986,-0.98312855,3
SLC2A1,0.3632858709721466,-0.98312855,3
TPGS2,0.35598557585210244,-0.5790747,3
MATK,0.3474385474860743,-0.59132195,3
HLA-DRA,0.33778385375574305,-0.33037424,3
CD177,0.3174973217671717,-22.145807,3
MYL4,0.3174973217671715,-19.558062,3
KIF18B,0.3174973217671715,-19.558062,3
CD72,0.3174973217671715,-19.558062,3
PI3,0.3174973217671715,-19.558062,3
TREM2,0.3174973217671715,-19.558062,3
EPCAM,0.3174973217671715,-19.558062,3
CFB,0.3174973217671715,-19.558062,3
LY6H,0.3174973217671715,-19.558062,3
SDC2,0.3174973217671715,-19.558062,3
LYPD2,0.3174973217671715,-20.558617,3
CYGB,0.3174973217671715,-19.558062,3
SERPINB3,0.3174973217671715,-19.558062,3
TREML1,0.3174973217671715,-19.558062,3
ANKRD29,0.3174973217671715,-19.558062,3
SDR16C5,0.3174973217671715,-19.558062,3
CA8,0.3174973217671715,-19.558062,3
RGS13,0.3174973217671715,-19.558062,3
STAR,0.3174973217671715,-19.558062,3
SERPINB5,0.3174973217671715,-19.558062,3
CA3,0.3174973217671715,-19.558062,3
SIRPD,0.3174973217671715,-19.558062,3
CDC42BPA,0.3174973217671715,-19.558062,3
BANK1,0.3174973217671715,-19.558062,3
PRSS57,0.3174973217671715,-19.558062,3
LILRA4,0.3174973217671715,-19.558062,3
KLK2,0.3174973217671715,-19.558062,3
TMEM56,0.3174973217671715,-19.558062,3
CACNG8,0.3174973217671715,-19.558062,3
TRBV24-1,0.3174973217671715,-19.558062,3
F3,0.3174973217671715,-19.558062,3
TRBV6-5,0.3174973217671715,-19.558062,3
TRBV7-2,0.3174973217671715,-19.558062,3
LMTK3,0.3174973217671715,-19.558062,3
TMEM190,0.3174973217671715,-19.558062,3
IGLV2-8,0.3174973217671715,-19.558062,3
DEPDC1,0.3174973217671715,-19.558062,3
EDN2,0.3174973217671715,-19.558062,3
TRBV4-1,0.3174973217671715,-19.558062,3
ORM1,0.3174973217671715,-19.558062,3
SPAG17,0.3174973217671715,-19.558062,3
ARHGAP6,0.3174973217671715,-19.558062,3
AZU1,0.3174973217671715,-19.558062,3
GDF15,0.3174973217671715,-19.558062,3
STC1,0.3174973217671715,-19.558062,3
FCGR2B,0.3174973217671715,-19.558062,3
GSTA1,0.3174973217671715,-19.558062,3
KRT23,0.3174973217671715,-19.558062,3
CCDC151,0.3174973217671715,-19.558062,3
FAM129C,0.3174973217671715,-19.558062,3
C1orf189,0.3174973217671715,-19.558062,3
CRCT1,0.3174973217671715,-19.558062,3
CLC,0.3174973217671715,-19.558062,3
CYP2F1,0.3174973217671715,-19.558062,3
AXL,0.3174973217671715,-19.558062,3
CEACAM6,0.3174973217671715,-19.558062,3
MAOB,0.3174973217671715,-19.558062,3
PACRG,0.3174973217671715,-19.558062,3
SLC6A14,0.3174973217671715,-19.558062,3
IGHV3-7,0.3174973217671715,-19.558062,3
MEG3,0.3174973217671715,-19.558062,3
HDC,0.3174973217671715,-19.558062,3
RND3,0.3174973217671715,-19.558062,3
DRD4,0.3174973217671715,-19.558062,3
ATP12A,0.3174973217671715,-19.558062,3
GALNT5,0.3174973217671715,-19.558062,3
MSLN,0.3174973217671715,-19.558062,3
SLC38A11,0.3174973217671715,-19.558062,3
HBD,0.3174973217671715,-19.558062,3
SPC25,0.3174973217671715,-19.558062,3
SAA2,0.3174973217671715,-19.558062,3
C11orf88,0.3174973217671715,-19.558062,3
CEMIP,0.3174973217671715,-19.558062,3
TFPI2,0.3174973217671715,-19.558062,3
TNNC1,0.3174973217671715,-19.558062,3
IGHG2,0.3174973217671715,-19.558062,3
CHL1,0.3174973217671715,-19.558062,3
RNASE2,0.3174973217671715,-19.558062,3
IGHA2,0.3174973217671715,-19.558062,3
TRAV12-3,0.3174973217671715,-19.558062,3
EFHB,0.3174973217671715,-19.558062,3
MMP7,0.3174973217671715,-19.558062,3
GPX2,0.3174973217671715,-19.558062,3
FOLR1,0.3174973217671715,-19.558062,3
TMEM63C,0.3174973217671715,-19.558062,3
CAMP,0.3174973217671715,-19.558062,3
KITLG,0.3174973217671715,-19.558062,3
CCDC74A,0.3174973217671715,-19.558062,3
WIF1,0.3174973217671715,-19.558062,3
CLNK,0.3174973217671715,-19.558062,3
CXCL13,0.3174973217671715,-20.558617,3
CXCL11,0.3174973217671715,-19.558062,3
CCL7,0.3174973217671715,-19.558062,3
CXCL5,0.3174973217671715,-19.558062,3
OMG,0.3174973217671715,-19.558062,3
DRC3,0.3174973217671715,-19.558062,3
GPRC5A,0.3174973217671715,-19.558062,3
IGKV1-5,0.3174973217671715,-19.558062,3
ZMYND15,0.3174973217671715,-19.558062,3
DPEP3,0.3174973217671715,-19.558062,3
AQP5,0.3174973217671715,-19.558062,3
KRT5,0.3174973217671715,-19.558062,3
GFI1B,0.3174973217671715,-19.558062,3
FGFBP1,0.3174973217671715,-19.558062,3
IGKV2D-29,0.3174973217671715,-19.558062,3
TXNDC5,0.3174973217671715,-19.558062,3
CDC20B,0.3174973217671715,-19.558062,3
OLFM1,0.3174973217671715,-19.558062,3
CETP,0.3174973217671715,-19.558062,3
MT1H,0.3174973217671715,-19.558062,3
FAM178B,0.3174973217671715,-19.558062,3
LRRC26,0.3174973217671715,-19.558062,3
NXPH4,0.3174973217671715,-19.558062,3
CST6,0.3174973217671715,-19.558062,3
CMC1,0.31167644113458515,-0.50458205,3
NAMPT,0.2998190694356494,-0.62318027,3
RPL22L1,0.2990893273958499,-0.44287074,3
CCL4L2,0.2926052423500514,-0.88144994,3
RRM2,0.2891231859926914,-23.654438,3
XCL1,0.27687500159295403,-0.6002631,3
VCAN,0.27613842247300285,-1.1196684,3
IL17A,0.26445004533593924,-22.73244,3
KLRB1,0.2585213833842812,-0.7107711,3
KLRD1,0.25139545257006446,-0.9389896,3
HIST1H2AC,0.2322575279677257,-0.9389896,3
PRKAR2B,0.22538982259658671,-21.882215,3
TNFSF13B,0.2261126968138601,-1.2144575,3
TUBA1B,0.22129592185359181,-0.48497972,3
IRF7,0.22061091019143053,-0.86017084,3
GTSE1,0.20602574404393875,-21.55973,3
RHOC,0.20896486282524115,-0.683635,3
MMD,0.20735013560934112,-1.2447649,3
IER5,0.206484577425945,-0.74077505,3
FCER1G,0.20545007769038123,-0.79235494,3
MKI67,0.17981328252012738,-23.47275,3
TYMP,0.1834955694569103,-0.59494686,3
PMCH,0.16560576128922697,-21.882215,3
MED24,0.1636670211359023,-1.3321754,3
INHBA,0.1573792997766472,-20.558617,3
SNTN,0.1573792997766472,-20.558617,3
IGKV1-12,0.1573792997766472,-20.558617,3
LGALSL,0.1573792997766472,-20.558617,3
ACPP,0.1573792997766472,-20.558617,3
SFN,0.1573792997766472,-20.558617,3
HIST1H2AM,0.1573792997766472,-20.558617,3
TSPAN1,0.1573792997766472,-20.558617,3
WDR17,0.1573792997766472,-20.558617,3
UPK3B,0.1573792997766472,-20.558617,3
MMRN1,0.1573792997766472,-20.558617,3
CCDC17,0.1573792997766472,-20.558617,3
IGKV1-39,0.1573792997766472,-20.558617,3
LY6G6F,0.1573792997766472,-20.558617,3
PFKFB2,0.1573792997766472,-20.558617,3
DDR2,0.1573792997766472,-20.558617,3
FCGR3B,0.1573792997766472,-20.558617,3
CCDC170,0.1573792997766472,-20.558617,3
MME,0.1573792997766472,-20.558617,3
CXCL14,0.1573792997766472,-20.558617,3
TNFAIP6,0.1573792997766472,-20.558617,3
MALL,0.1573792997766472,-20.558617,3
ROPN1L,0.1573792997766472,-20.558617,3
C4BPA,0.1573792997766472,-20.558617,3
IL1R2,0.1573792997766472,-20.558617,3
ZMYND10,0.1573792997766472,-20.558617,3
CENPA,0.1573792997766472,-20.558617,3
ARG1,0.1573792997766472,-20.558617,3
IGKV4-1,0.1573792997766472,-20.558617,3
